,area_type,location,society,total_sqft,bath,balcony,price,bed,price_per_sqft
10704,Built-up  Area,Sarjapur  Road,Shthi S,675,1.0,1.0,27.0,1,4000.0
10705,Plot  Area,others,GrrvaGr,2260,3.0,1.0,90.0,2,3982.3008849557523
10706,Super built-up  Area,others,other_society,660,1.0,0.0,32.39,1,4907.575757575758
10707,Plot  Area,Whitefield,other_society,4800,4.0,2.0,600.0,3,12500.0
10708,Super built-up  Area,Yelahanka New Town,GrrvaGr,1100,2.0,1.0,58.0,2,5272.727272727273
10709,Super built-up  Area,others,GrrvaGr,550,1.0,1.0,20.0,2,3636.3636363636365
10710,Super built-up  Area,Uttarahalli,Aklia R,1330,2.0,1.0,58.0,3,4360.902255639097
10711,Super built-up  Area,Koramangala,Proodt,1320,2.0,1.0,160.0,2,12121.212121212122
10712,Super built-up  Area,Ulsoor,GrrvaGr,1685,4.0,2.0,185.0,3,10979.228486646884
10713,Super built-up  Area,others,GrrvaGr,2400,5.0,2.0,75.0,6,3125.0
10714,Super built-up  Area,Banashankari,Bregae,1770,3.0,3.0,108.0,3,6101.6949152542375
10715,Super built-up  Area,Prithvi Layout,other_society,2100,3.0,3.0,125.0,3,5952.380952380952
10716,Super built-up  Area,Pai Layout,GrrvaGr,1000,2.0,3.0,42.0,2,4200.0
10717,Plot  Area,Banashankari Stage VI,GrrvaGr,600,5.0,1.0,105.0,4,17500.0
10718,Plot  Area,Ramamurthy Nagar,GrrvaGr,2916,5.0,1.0,230.0,4,7887.517146776406
10719,Super built-up  Area,Kanakpura Road,other_society,1419,2.0,1.0,65.0,3,4580.690627202255
10720,Super built-up  Area,Kodihalli,other_society,1400,3.0,2.0,81.0,3,5785.714285714285
10721,Built-up  Area,Horamavu Agara,GrrvaGr,750,2.0,1.0,37.49,2,4998.666666666667
10722,Super built-up  Area,Bannerghatta,GrrvaGr,1070,2.0,1.0,87.0,2,8130.841121495327
10723,Super built-up  Area,Kannamangala,other_society,1536,3.0,1.0,107.0,3,6966.145833333333
10724,Built-up  Area,Koramangala,other_society,1710,3.0,2.0,210.0,3,12280.701754385966
10725,Carpet  Area,JP Nagar,other_society,2400,3.0,3.0,196.0,3,8166.666666666667
10726,Super built-up  Area,Sarjapur  Road,PualeSk,1618,2.0,2.0,102.92,3,6360.939431396786
10727,Super built-up  Area,Electronic City,Prarkun,1342,2.0,1.0,72.0,2,5365.126676602086
10728,Super built-up  Area,others,GrrvaGr,1600,3.0,2.0,130.0,3,8125.0
10729,Super built-up  Area,Kanakapura,GoityEt,938,1.0,1.0,50.0,1,5330.490405117271
10730,Super built-up  Area,Budigere,PrityTr,1820,3.0,2.0,99.0,3,5439.56043956044
10731,Super built-up  Area,Bhoganhalli,other_society,2439,4.0,3.0,170.0,4,6970.069700697007
10732,Super built-up  Area,Kanakpura Road,other_society,1665,3.0,2.0,78.0,3,4684.684684684685
10733,Super built-up  Area,Basavangudi,GrrvaGr,1850,3.0,2.0,150.0,3,8108.108108108108
10734,Built-up  Area,Bommanahalli,other_society,1091,2.0,1.0,40.0,2,3666.3611365719526
10735,Super built-up  Area,Sarjapur  Road,PualeSk,1346,2.0,1.0,74.03,2,5500.0
10736,Super built-up  Area,Rajaji Nagar,Brway G,1720,3.0,2.0,224.0,3,13023.255813953489
10737,Built-up  Area,Brookefield,other_society,3675,4.0,3.0,176.0,4,4789.115646258503
10738,Super built-up  Area,JP Nagar,GrrvaGr,1060,2.0,2.0,33.95,2,3202.8301886792456
10739,Built-up  Area,Whitefield,GrrvaGr,1059,2.0,1.0,57.0,2,5382.43626062323
10740,Super built-up  Area,Hebbal,Prersis,1299,2.0,1.0,97.0,2,7467.282525019245
10741,Super built-up  Area,Yelahanka,Niareum,1491,3.0,2.0,85.0,3,5700.871898054997
10742,Built-up  Area,Basaveshwara Nagar,GrrvaGr,1200,2.0,2.0,85.0,2,7083.333333333333
10743,Built-up  Area,Yelahanka,GrrvaGr,2088,5.0,0.0,110.0,4,5268.199233716475
10744,Super built-up  Area,Hulimavu,GrrvaGr,581,1.0,1.0,29.0,1,4991.394148020654
10745,Super built-up  Area,others,GrrvaGr,1296,2.0,2.0,70.0,2,5401.234567901234
10746,Super built-up  Area,others,other_society,1125,2.0,1.0,55.0,2,4888.888888888889
10747,Built-up  Area,Electronic City,other_society,1275,3.0,1.0,70.0,3,5490.196078431372
10748,Super built-up  Area,Kothanur,GrrvaGr,1095,2.0,2.0,55.0,2,5022.83105022831
10749,Plot  Area,Sarjapur  Road,other_society,10000,4.0,2.0,975.0,5,9750.0
10750,Super built-up  Area,Old Madras Road,other_society,1330,2.0,2.0,74.0,2,5563.909774436091
10751,Super built-up  Area,Marathahalli,GrrvaGr,1135,2.0,2.0,60.0,2,5286.343612334802
10752,Super built-up  Area,Whitefield,GrrvaGr,516,1.0,1.0,39.0,1,7558.139534883721
10753,Super built-up  Area,others,GrrvaGr,1194,2.0,1.0,51.0,2,4271.356783919598
10754,Plot  Area,Banaswadi,GrrvaGr,2250,5.0,2.0,240.0,5,10666.666666666666
10755,Super built-up  Area,Electronic City,GMown E,770,1.0,1.0,38.0,2,4935.064935064935
10756,Super built-up  Area,Sarjapur  Road,Maana E,3930,5.0,2.0,330.0,4,8396.946564885497
10757,Super built-up  Area,Chikkalasandra,GrrvaGr,1355,3.0,2.0,54.2,3,4000.0
10758,Built-up  Area,Abbigere,GrrvaGr,3000,8.0,0.0,150.0,8,5000.0
10759,Built-up  Area,Harlur,Prncyrn,2569,4.0,1.0,175.0,4,6811.989100817439
10760,Built-up  Area,Hebbal,GrrvaGr,3758,4.0,2.0,450.0,4,11974.454497072911
10761,Super built-up  Area,Whitefield,Sonviik,1116,2.0,3.0,51.91,2,4651.433691756272
10762,Super built-up  Area,Bhoganhalli,other_society,1707,3.0,2.0,115.0,3,6736.965436438196
10763,Plot  Area,others,GrrvaGr,1200,5.0,1.0,225.0,5,18750.0
10764,Super built-up  Area,Sultan Palaya,GrrvaGr,1070,2.0,2.0,49.0,2,4579.439252336449
10765,Built-up  Area,Whitefield,GrrvaGr,6000,4.0,2.0,410.0,4,6833.333333333333
10766,Super built-up  Area,Tumkur Road,Sahtsva,1240,2.0,1.0,83.0,3,6693.548387096775
10767,Super built-up  Area,JP Nagar,other_society,1300,2.0,1.0,91.65,2,7050.0
10768,Super built-up  Area,Ambalipura,other_society,1700,2.0,2.0,76.0,2,4470.588235294118
10769,Super built-up  Area,Yeshwanthpur,IBityin,1383,2.0,2.0,76.18,3,5508.315256688359
10770,Built-up  Area,others,GrrvaGr,3000,4.0,3.0,170.0,5,5666.666666666667
10771,Built-up  Area,Electronic City,GrrvaGr,1200,2.0,1.0,34.65,2,2887.5
10772,Super built-up  Area,Hulimavu,GrrvaGr,935,2.0,3.0,45.0,2,4812.834224598931
10773,Super built-up  Area,Thigalarapalya,Prtanha,2072,4.0,2.0,151.0,3,7287.644787644787
10774,Built-up  Area,others,GrrvaGr,2200,3.0,1.0,225.0,4,10227.272727272728
10775,Super built-up  Area,Jalahalli,other_society,615,1.0,1.0,46.0,1,7479.674796747968
10776,Super built-up  Area,KR Puram,other_society,1116,2.0,1.0,45.0,2,4032.2580645161293
10777,Super built-up  Area,Whitefield,Asarqz,1639,3.0,2.0,107.0,3,6528.370957901159
10778,Super built-up  Area,Marathahalli,GrrvaGr,1839,3.0,2.0,130.0,3,7069.0592713431215
10779,Super built-up  Area,others,GrrvaGr,1300,2.0,2.0,63.0,2,4846.153846153846
10780,Super built-up  Area,Horamavu Agara,GrrvaGr,625,1.0,1.0,27.0,1,4320.0
10781,Super built-up  Area,Thanisandra,Bhmesy,933,1.0,1.0,61.0,1,6538.049303322615
10782,Super built-up  Area,Hosur Road,Saageat,2289,3.0,3.0,180.0,3,7863.695937090432
10783,Built-up  Area,Ramamurthy Nagar,GrrvaGr,2316,3.0,0.0,125.0,3,5397.2366148531955
10784,Super built-up  Area,Electronic City,GrrvaGr,1005,2.0,1.0,39.77,2,3957.213930348259
10785,Built-up  Area,Horamavu Agara,other_society,1080,2.0,1.0,38.0,2,3518.5185185185187
10786,Plot  Area,Munnekollal,GrrvaGr,1200,5.0,3.0,185.0,7,15416.666666666666
10787,Super built-up  Area,Vishwapriya Layout,other_society,910,2.0,3.0,36.0,2,3956.043956043956
10788,Plot  Area,Hormavu,other_society,1200,2.0,0.0,73.0,2,6083.333333333333
10789,Super built-up  Area,Electronic City,other_society,1110,2.0,1.0,39.9,2,3594.5945945945946
10790,Super built-up  Area,Kothanur,GrrvaGr,1142,2.0,2.0,56.0,2,4903.6777583187395
10791,Carpet  Area,2nd Stage Nagarbhavi,GrrvaGr,4000,4.0,3.0,240.0,5,6000.0
10792,Plot  Area,Hormavu,other_society,1800,3.0,1.0,204.0,3,11333.333333333334
10793,Super built-up  Area,AECS Layout,other_society,1005,2.0,1.0,55.0,2,5472.636815920398
10794,Built-up  Area,others,GrrvaGr,1626,3.0,1.0,133.0,3,8179.581795817958
10795,Super built-up  Area,Kothanur,GrrvaGr,1074,2.0,2.0,54.0,2,5027.932960893855
10796,Carpet  Area,Basavangudi,GrrvaGr,1230,2.0,0.0,80.0,2,6504.065040650406
10797,Super built-up  Area,Electronic City,Itelaa,660,1.0,1.0,23.0,2,3484.848484848485
10798,Built-up  Area,others,GrrvaGr,1007,2.0,2.0,48.0,2,4766.633565044687
10799,Plot  Area,others,GrrvaGr,1050,6.0,1.0,74.0,4,7047.619047619048
10800,Built-up  Area,Whitefield,GrrvaGr,1820,3.0,2.0,113.0,3,6208.791208791209
10801,Super built-up  Area,others,other_society,1100,2.0,1.0,60.0,2,5454.545454545455
10802,Plot  Area,others,GrrvaGr,1348,2.0,0.0,100.0,2,7418.39762611276
10803,Super built-up  Area,Kasavanhalli,GrrvaGr,1230,2.0,2.0,66.25,2,5386.178861788618
10804,Super built-up  Area,Horamavu Agara,GrrvaGr,1176,2.0,1.0,37.62,3,3198.9795918367345
10805,Super built-up  Area,Uttarahalli,Aklia R,1590,3.0,2.0,57.0,3,3584.9056603773583
10806,Built-up  Area,Frazer Town,GrrvaGr,1200,2.0,1.0,78.0,2,6500.0
10807,Built-up  Area,others,GrrvaGr,1298,2.0,1.0,65.0,2,5007.704160246533
10808,Super built-up  Area,Hosa Road,Mahesr,1161,2.0,1.0,55.15,2,4750.215331610681
10809,Plot  Area,others,GrrvaGr,1350,4.0,0.0,175.0,4,12962.962962962964
10810,Plot  Area,others,GrrvaGr,1200,5.0,2.0,138.0,5,11500.0
10811,Super built-up  Area,Kothanur,GrrvaGr,1285,2.0,1.0,60.0,2,4669.260700389105
10812,Super built-up  Area,Electronic City,Prarkun,1644,3.0,2.0,92.59,3,5631.995133819952
10813,Super built-up  Area,Kasavanhalli,GrrvaGr,1819,3.0,1.0,150.0,3,8246.289169873557
10814,Super built-up  Area,1st Phase JP Nagar,other_society,1205,2.0,1.0,85.0,2,7053.941908713693
10815,Super built-up  Area,Basavangudi,GrrvaGr,2350,3.0,3.0,300.0,3,12765.95744680851
10816,Super built-up  Area,Uttarahalli,GrrvaGr,1050,2.0,1.0,42.0,2,4000.0
10817,Super built-up  Area,Raja Rajeshwari Nagar,other_society,1270,2.0,2.0,62.0,2,4881.889763779527
10818,Super built-up  Area,9th Phase JP Nagar,GrrvaGr,1240,2.0,2.0,39.89,3,3216.935483870968
10819,Super built-up  Area,Jigani,DLhtsan,1221,3.0,3.0,70.0,3,5733.005733005733
10820,Built-up  Area,others,other_society,840,2.0,2.0,35.0,3,4166.666666666667
10821,Super built-up  Area,Kanakpura Road,PuandHi,1339,2.0,2.0,63.0,2,4705.003734129948
10822,Super built-up  Area,Thigalarapalya,Prtanha,4303,5.0,2.0,300.0,4,6971.880083662561
10823,Super built-up  Area,Haralur Road,other_society,1315,2.0,1.0,85.0,2,6463.878326996198
10824,Super built-up  Area,Raja Rajeshwari Nagar,GrrvaGr,1250,2.0,2.0,68.0,2,5440.0
10825,Super built-up  Area,Bisuvanahalli,Prityel,850,2.0,1.0,27.0,2,3176.470588235294
10826,Super built-up  Area,7th Phase JP Nagar,Eladero,1600,2.0,2.0,110.0,3,6875.0
10827,Built-up  Area,Electronic City,other_society,1250,2.0,1.0,62.0,2,4960.0
10828,Super built-up  Area,others,other_society,1312,2.0,1.0,56.5,3,4306.40243902439
10829,Super built-up  Area,Kadugodi,other_society,3000,4.0,0.0,134.0,4,4466.666666666667
10830,Built-up  Area,Electronic City Phase II,other_society,1300,2.0,2.0,28.0,2,2153.846153846154
10831,Built-up  Area,Whitefield,GrrvaGr,1990,3.0,3.0,98.0,3,4924.62311557789
10832,Super built-up  Area,others,GrrvaGr,760,2.0,2.0,38.5,2,5065.789473684211
10833,Plot  Area,Ambedkar Nagar,other_society,5000,4.0,2.0,536.0,4,10720.0
10834,Super built-up  Area,Kadugodi,other_society,1614,2.0,2.0,59.0,3,3655.5142503097895
10835,Plot  Area,Judicial Layout,GrrvaGr,1500,3.0,2.0,162.0,4,10800.0
10836,Super built-up  Area,others,other_society,1182,2.0,1.0,60.1,3,5084.602368866328
10837,Super built-up  Area,others,other_society,1053,2.0,1.0,46.29,2,4396.011396011396
10838,Built-up  Area,6th Phase JP Nagar,GrrvaGr,750,1.0,1.0,105.0,1,14000.0
10839,Super built-up  Area,Gubbalala,MauilTr,2000,3.0,3.0,125.0,3,6250.0
10840,Built-up  Area,Electronic City Phase II,SNbay G,1940,4.0,3.0,116.0,3,5979.381443298969
10841,Super built-up  Area,Hennur Road,other_society,1590,3.0,2.0,105.0,3,6603.773584905661
10842,Super built-up  Area,others,GrrvaGr,1035,2.0,2.0,52.79,2,5100.48309178744
10843,Super built-up  Area,Kothanur,GrrvaGr,1075,2.0,2.0,53.0,2,4930.232558139535
10844,Plot  Area,TC Palaya,GrrvaGr,900,2.0,0.0,55.0,2,6111.111111111111
10845,Super built-up  Area,Raja Rajeshwari Nagar,other_society,1260,2.0,1.0,62.0,3,4920.6349206349205
10846,Plot  Area,others,GrrvaGr,1200,5.0,0.0,260.0,6,21666.666666666668
10847,Super built-up  Area,Thanisandra,Soitya,1702,3.0,2.0,107.0,3,6286.721504112808
10848,Super built-up  Area,Bisuvanahalli,Prityel,1080,2.0,2.0,65.0,3,6018.518518518518
10849,Built-up  Area,Kasavanhalli,GrrvaGr,1189,2.0,1.0,45.0,2,3784.6930193439866
10850,Super built-up  Area,Tumkur Road,other_society,1035,2.0,1.0,39.0,2,3768.1159420289855
10851,Super built-up  Area,Hennur Road,other_society,1200,2.0,1.0,36.0,2,3000.0
10852,Plot  Area,Mahalakshmi Layout,GrrvaGr,4482,6.0,2.0,852.0,8,19009.37081659973
10853,Plot  Area,others,GrrvaGr,1200,3.0,0.0,200.0,3,16666.666666666668
10854,Super built-up  Area,Kanakpura Road,PrarePa,1300,3.0,1.0,69.0,3,5307.692307692308
10855,Super built-up  Area,Yelahanka,other_society,1330,2.0,1.0,93.65,2,7041.353383458647
10856,Super built-up  Area,Kaggalipura,Baowsig,1210,2.0,1.0,65.0,3,5371.900826446281
10857,Built-up  Area,Chikkalasandra,GrrvaGr,1350,2.0,2.0,54.2,3,4014.814814814815
10858,Super built-up  Area,Kaval Byrasandra,other_society,1900,2.0,2.0,65.0,3,3421.0526315789475
10859,Super built-up  Area,Ambedkar Nagar,SoechHa,1935,4.0,2.0,125.0,3,6459.948320413437
10860,Super built-up  Area,others,other_society,1410,3.0,3.0,90.0,3,6382.978723404255
10861,Super built-up  Area,Narayanapura,other_society,1469,2.0,2.0,99.14,2,6748.8087134104835
10862,Super built-up  Area,Varthur,other_society,986,2.0,1.0,30.0,2,3042.5963488843813
10863,Super built-up  Area,others,other_society,1460,2.0,2.0,87.0,3,5958.904109589041
10864,Super built-up  Area,others,other_society,1260,2.0,2.0,85.05,3,6750.0
10865,Super built-up  Area,Chandapura,other_society,1345,2.0,2.0,39.5,3,2936.8029739776953
10866,Super built-up  Area,Panathur,other_society,980,2.0,1.0,57.0,2,5816.326530612245
10867,Built-up  Area,Kudlu Gate,other_society,1164,2.0,2.0,75.0,2,6443.298969072165
10868,Super built-up  Area,Subramanyapura,Prldsri,929,1.0,2.0,51.0,2,5489.773950484392
10869,Built-up  Area,Kundalahalli,GrrvaGr,1065,2.0,1.0,70.0,2,6572.769953051643
10870,Super built-up  Area,Budigere,other_society,1150,2.0,0.0,56.725,2,4932.608695652174
10871,Super built-up  Area,others,GrrvaGr,3000,3.0,1.0,265.0,3,8833.333333333334
10872,Super built-up  Area,Electronic City,GrrvaGr,1020,2.0,1.0,30.27,2,2967.6470588235293
10873,Super built-up  Area,Gunjur,other_society,1362,3.0,1.0,62.63,3,4598.384728340676
10874,Super built-up  Area,Yeshwanthpur,IBityin,672,1.0,1.0,36.85,1,5483.630952380952
10875,Super built-up  Area,Brookefield,other_society,1746,3.0,3.0,115.0,3,6586.483390607102
10876,Built-up  Area,Electronic City,GrrvaGr,1025,2.0,1.0,29.6,2,2887.8048780487807
10877,Super built-up  Area,Harlur,other_society,1532,2.0,1.0,65.0,2,4242.819843342037
10878,Super built-up  Area,others,GrrvaGr,1200,2.0,2.0,120.0,3,10000.0
10879,Super built-up  Area,others,other_society,1250,2.0,2.0,65.0,2,5200.0
10880,Super built-up  Area,Thanisandra,SLaceda,1188,2.0,1.0,39.0,2,3282.8282828282827
10881,Built-up  Area,Whitefield,other_society,3565,4.0,0.0,218.0,4,6115.007012622721
10882,Super built-up  Area,Marathahalli,other_society,1170,2.0,2.0,85.0,2,7264.957264957265
10883,Super built-up  Area,others,GrrvaGr,1800,3.0,2.0,150.0,3,8333.333333333334
10884,Plot  Area,others,GrrvaGr,1000,2.0,1.0,35.0,2,3500.0
10885,Plot  Area,Cooke Town,GrrvaGr,2600,3.0,1.0,375.0,3,14423.076923076924
10886,Plot  Area,Nagarbhavi,GrrvaGr,1200,4.0,3.0,240.0,5,20000.0
10887,Super built-up  Area,Kasturi Nagar,other_society,2507,4.0,2.0,155.0,4,6182.688472277623
10888,Super built-up  Area,Babusapalaya,other_society,1061,2.0,1.0,34.0,2,3204.5240339302545
10889,Super built-up  Area,KR Puram,GrrvaGr,1290,2.0,2.0,69.0,2,5348.837209302325
10890,Super built-up  Area,Sarjapur,GrrvaGr,1200,2.0,1.0,42.6,2,3550.0
10891,Super built-up  Area,Bharathi Nagar,GrrvaGr,1120,2.0,2.0,39.29,2,3508.035714285714
10892,Super built-up  Area,Electronic City,GrrvaGr,418,1.0,1.0,12.0,1,2870.813397129187
10893,Super built-up  Area,Sarjapur,other_society,1333,3.0,1.0,50.0,3,3750.9377344336085
10894,Super built-up  Area,Sarjapur  Road,Klark L,1691,3.0,2.0,119.0,3,7037.25606150207
10895,Super built-up  Area,Thanisandra,other_society,684,1.0,0.0,34.355,1,5022.66081871345
10896,Super built-up  Area,Koramangala,GrrvaGr,1700,3.0,3.0,250.0,3,14705.882352941177
10897,Super built-up  Area,Thanisandra,G conTh,2030,4.0,1.0,125.0,3,6157.635467980295
10898,Super built-up  Area,Balagere,Soresea,1012,2.0,1.0,70.0,2,6916.99604743083
10899,Carpet  Area,Kudlu,GrrvaGr,1245,2.0,1.0,60.0,3,4819.277108433735
10900,Super built-up  Area,7th Phase JP Nagar,Eladero,1765,3.0,2.0,118.0,3,6685.552407932011
10901,Super built-up  Area,Gottigere,other_society,1110,2.0,2.0,36.25,2,3265.765765765766
10902,Built-up  Area,others,GrrvaGr,967,2.0,1.0,47.8,2,4943.1230610134435
10903,Super built-up  Area,Sarjapur,other_society,1044,2.0,2.0,36.0,2,3448.2758620689656
10904,Super built-up  Area,Brookefield,other_society,1518,3.0,3.0,80.0,3,5270.092226613966
10905,Super built-up  Area,KR Puram,other_society,1300,2.0,2.0,57.0,3,4384.615384615385
10906,Super built-up  Area,others,other_society,1798,3.0,3.0,73.0,3,4060.066740823137
10907,Carpet  Area,KR Puram,other_society,866,2.0,0.0,36.38,2,4200.923787528869
10908,Super built-up  Area,Whitefield,BrlisCo,3410,5.0,3.0,253.0,4,7419.354838709677
10909,Super built-up  Area,Singasandra,other_society,1179,2.0,2.0,56.0,2,4749.787955894826
10910,Super built-up  Area,Rajaji Nagar,PhestOn,3600,5.0,2.0,510.0,5,14166.666666666666
10911,Super built-up  Area,Uttarahalli,Aklia R,1125,2.0,1.0,48.0,2,4266.666666666667
10912,Super built-up  Area,others,GrrvaGr,2098,3.0,1.0,210.0,3,10009.532888465204
10913,Super built-up  Area,others,GrrvaGr,2400,3.0,1.0,270.0,3,11250.0
10914,Built-up  Area,Haralur Road,GrrvaGr,1976,3.0,2.0,92.0,3,4655.87044534413
10915,Built-up  Area,5th Phase JP Nagar,other_society,1190,2.0,2.0,61.8,2,5193.27731092437
10916,Super built-up  Area,others,GrrvaGr,1800,3.0,3.0,192.0,3,10666.666666666666
10917,Super built-up  Area,Jakkur,Ceezey,1761,3.0,1.0,84.52,3,4799.545712663259
10918,Super built-up  Area,Cooke Town,GrrvaGr,1700,3.0,3.0,120.0,3,7058.823529411765
10919,Built-up  Area,Ramamurthy Nagar,GrrvaGr,900,4.0,1.0,70.0,4,7777.777777777777
10920,Super built-up  Area,Electronic City,Prarkun,1128,2.0,1.0,64.8,2,5744.68085106383
10921,Super built-up  Area,others,GrrvaGr,2000,3.0,2.0,85.0,3,4250.0
10922,Built-up  Area,Electronic City,GrrvaGr,1220,2.0,1.0,35.25,3,2889.344262295082
10923,Super built-up  Area,others,other_society,509,1.0,1.0,20.0,1,3929.2730844793714
10924,Super built-up  Area,Ambedkar Nagar,SoechHa,1852,4.0,2.0,122.0,3,6587.473002159827
10925,Super built-up  Area,Varthur,other_society,1045,2.0,1.0,40.65,2,3889.9521531100477
10926,Super built-up  Area,others,other_society,3535,4.0,2.0,215.0,4,6082.036775106082
10927,Super built-up  Area,Marathahalli,GrrvaGr,1102,2.0,2.0,53.67,2,4870.235934664247
10928,Super built-up  Area,others,other_society,1800,3.0,2.0,82.0,4,4555.555555555556
10929,Super built-up  Area,Hebbal Kempapura,GrrvaGr,1436,2.0,2.0,75.0,3,5222.841225626741
10930,Super built-up  Area,others,other_society,1397,2.0,2.0,52.0,3,3722.2619899785254
10931,Super built-up  Area,Kothanur,GrrvaGr,1140,2.0,2.0,56.0,2,4912.2807017543855
10932,Super built-up  Area,Balagere,Soresea,645,1.0,1.0,55.0,1,8527.131782945737
10933,Plot  Area,others,GrrvaGr,2350,5.0,2.0,325.0,5,13829.787234042553
10934,Plot  Area,Nagarbhavi,GrrvaGr,1200,3.0,2.0,225.0,3,18750.0
10935,Carpet  Area,others,other_society,2050,3.0,2.0,135.0,3,6585.365853658536
10936,Super built-up  Area,Sarjapur  Road,other_society,1335,2.0,1.0,95.0,2,7116.104868913858
10937,Plot  Area,others,GrrvaGr,2100,1.0,1.0,200.0,2,9523.809523809523
10938,Super built-up  Area,Hebbal,Magiaya,1255,3.0,2.0,77.68,3,6189.641434262949
10939,Super built-up  Area,Thanisandra,SLaceda,1140,2.0,1.0,59.0,2,5175.438596491228
10940,Super built-up  Area,Hosakerehalli,Taonte,2376,3.0,1.0,240.0,3,10101.0101010101
10941,Super built-up  Area,Thanisandra,Bhe 2ko,663,1.0,1.0,46.0,1,6938.15987933635
10942,Super built-up  Area,others,GrrvaGr,1276,2.0,0.0,146.0,2,11442.006269592477
10943,Super built-up  Area,Kanakpura Road,JRrnauv,1450,3.0,3.0,60.9,3,4200.0
10944,Super built-up  Area,Kodichikkanahalli,GrrvaGr,1400,3.0,3.0,66.0,3,4714.285714285715
10945,Super built-up  Area,others,GrrvaGr,1339,2.0,1.0,53.56,2,4000.0
10946,Built-up  Area,Electronic City,GrrvaGr,1220,2.0,1.0,35.23,3,2887.7049180327863
10947,Built-up  Area,Malleshwaram,Sariaat,2200,3.0,2.0,275.0,3,12500.0
10948,Built-up  Area,others,GrrvaGr,1305,2.0,2.0,52.0,2,3984.6743295019155
10949,Built-up  Area,Green Glen Layout,other_society,1740,3.0,3.0,80.0,3,4597.701149425287
10950,Super built-up  Area,Anekal,GrrvaGr,680,1.0,1.0,21.0,2,3088.235294117647
10951,Super built-up  Area,Bannerghatta Road,GrrvaGr,1154,2.0,2.0,47.0,2,4072.790294627383
10952,Built-up  Area,Munnekollal,GrrvaGr,1200,2.0,2.0,40.0,2,3333.3333333333335
10953,Super built-up  Area,Hennur,GrrvaGr,1155,2.0,2.0,54.5,2,4718.614718614718
10954,Super built-up  Area,Sarjapur  Road,Shthi S,1525,2.0,3.0,63.0,3,4131.147540983607
10955,Built-up  Area,Giri Nagar,GrrvaGr,600,1.0,1.0,125.0,1,20833.333333333332
10956,Super built-up  Area,Hebbal,Raard B,2470,5.0,2.0,192.0,4,7773.27935222672
10957,Super built-up  Area,Padmanabhanagar,GrrvaGr,1100,2.0,1.0,60.0,2,5454.545454545455
10958,Super built-up  Area,Hormavu,other_society,1250,2.0,2.0,65.0,2,5200.0
10959,Super built-up  Area,Kothanur,other_society,1400,2.0,1.0,70.0,2,5000.0
10960,Super built-up  Area,others,other_society,1600,3.0,2.0,100.0,3,6250.0
10961,Built-up  Area,Electronic City,GMown E,1060,2.0,1.0,55.0,2,5188.679245283019
10962,Super built-up  Area,Horamavu Banaswadi,GrrvaGr,1272,2.0,2.0,50.0,2,3930.817610062893
10963,Super built-up  Area,Kanakpura Road,Soazak,1296,2.0,2.0,105.0,2,8101.851851851852
10964,Built-up  Area,others,GrrvaGr,2100,3.0,2.0,280.0,4,13333.333333333334
10965,Super built-up  Area,Karuna Nagar,other_society,1945,3.0,3.0,115.0,3,5912.596401028278
10966,Super built-up  Area,Chandapura,GrrvaGr,1033,2.0,2.0,30.47,3,2949.6611810261375
10967,Super built-up  Area,others,other_society,2300,2.0,2.0,69.0,3,3000.0
10968,Super built-up  Area,others,GrrvaGr,1235,2.0,2.0,52.76,2,4272.064777327935
10969,Super built-up  Area,others,other_society,2100,3.0,1.0,270.0,3,12857.142857142857
10970,Super built-up  Area,others,other_society,850,2.0,1.0,42.5,2,5000.0
10971,Super built-up  Area,Subramanyapura,Mayne A,1880,3.0,2.0,110.0,3,5851.063829787234
10972,Super built-up  Area,1st Block Jayanagar,GrrvaGr,2450,4.0,2.0,368.0,4,15020.408163265307
10973,Super built-up  Area,Kenchenahalli,other_society,1060,2.0,2.0,52.0,2,4905.66037735849
10974,Super built-up  Area,Hennur Road,SaireSa,2041,3.0,3.0,138.0,3,6761.391474767271
10975,Built-up  Area,Hulimavu,GrrvaGr,1050,2.0,2.0,125.0,2,11904.761904761905
10976,Super built-up  Area,Vasanthapura,GrrvaGr,1037,2.0,1.0,36.28,2,3498.553519768563
10977,Built-up  Area,others,GrrvaGr,1150,2.0,1.0,39.0,2,3391.304347826087
10978,Super built-up  Area,LB Shastri Nagar,other_society,1184,2.0,1.0,62.0,2,5236.486486486487
10979,Built-up  Area,Sarjapur  Road,GrrvaGr,1680,3.0,2.0,126.0,3,7500.0
10980,Super built-up  Area,Thanisandra,Bhe 2ko,1411,3.0,2.0,100.0,3,7087.172218284904
10981,Plot  Area,Hosa Road,GrrvaGr,900,5.0,0.0,55.0,5,6111.111111111111
10982,Super built-up  Area,Kanakpura Road,GrrvaGr,900,2.0,2.0,41.0,2,4555.555555555556
10983,Built-up  Area,others,GrrvaGr,3500,4.0,3.0,320.0,4,9142.857142857143
10984,Super built-up  Area,Thanisandra,Soitya,1702,3.0,2.0,120.0,3,7050.5287896592245
10985,Super built-up  Area,Yelahanka,other_society,1185,2.0,2.0,45.0,2,3797.46835443038
10986,Super built-up  Area,Kanakpura Road,PrarePa,1300,3.0,1.0,64.0,3,4923.076923076923
10987,Super built-up  Area,others,other_society,1545,3.0,2.0,65.0,3,4207.119741100324
10988,Super built-up  Area,6th Phase JP Nagar,other_society,1515,2.0,2.0,135.0,3,8910.89108910891
